id,nh_text
33618403,"<hight50> 1 Month Rent Free - Renovated 2 bedroom Apt!

 1 MONTH FREE RENT ! Greenwood/Broadview Neighborhood - Near Carkeek Park ! Be the first to move in to a newly renovated unit. Many upgrades including to private deck, great layouts and spacious! Now Pre-Leasing for January. These spacious 2 bedroom 1 bath apartment home features in-unit washer and dryer, new kitchen appliances, new carpet/luxury vinyl flooring, large private patio, and underground on-site parking. Near Carkeek Park-The park contains Piper Orchard, Pipers Creek, play and picnic areas, picnic shelters, and hiking trails, on the Puget Sound! 2 Weeks FREE RENT *15 Minutes to Downtown Seattle *Great access to Highway 99 and I-5 *On convenient bus route *Seattle Pacific University 17 min *University of Washington at Seattle 17 min *The Art Institute of Seattle North Campus 19 min Call/Text Sam at show contact info  click to show contact info to schedule a tour today!"
38498589,"<hight50> Central location-newly renovated-Heat n' H20 included!

 Allen Street, Clinton, MA    Central location---featuring select units with total top to bottom refurbishment! New kitchens, bathrooms, appliances, wall to wall carpeting, ceramic        1BA Apartment    Bedrooms 1 $995-1025 Bathrooms 1 full, 0 partial     Sq Footage Unspecified     Parking  2 dedicated    Pet Policy Cats .  located within walking distance to shopping and dining. contain gorgeous natural lighting to provide a cheerful atmosphere./newly applianced kitchens.  With heat and hot water included in ...There are on-site laundry facilities and ample off street parking. Located just minutes from routes 495, 62, 70 290 and 190. This property is truly accommodating and ultra convenient location.  Call or text me for a viewing! show contact info  click to show contact info ! - Living room - Dishwasher - Refrigerator - Stove/Oven - Air conditioning - gas heat included - Cable-ready - High-speed internet - Tile Contact info: J Bernard Micozzi Management show contact info  click to show contact info Equal opportunity housing Text or call show contact info  click to show contact info"
40091168,"<hight50> 2Bed/1.5Bath/1Covered Parking

 Brand-new renovated 2-Bedroom / 1.5 Bathroom condo with 1 assigned covered parking for rent. Each bedroom has its own A/C. Rent includes water, hot water, and HD cable. Tenants pay for their own electricity and internet. The building is secured and comes with great amenities (pool, sauna, and BBQ). Two elevators. Convenient location, right next to Straub Hospital and Honolulu Police Department is right behind the building."
42448573,"<hight50> ART MUSEUM/FRANCISVILLE - 2 Bed 1 Bath apt w/PATIO & MORE!!!

 1520 Brown St #1 - Available now Great location in Fairmount area.  a short walk to Broad Street for the public transit, easy access to highways, and right in the middle of all the new construction going on with new bars, restaurants, and more including the Divine Lorraine. 2 bed 1 bath apartment available for rent.  Spacious Apartment with tall ceilings, newer windows, spacious rooms and outdoor space. Large living room, dining room with access to the rear private patio, full size stove and refrigerator. Spacious bedrooms with closets. 3 piece bathroom with tub. This truly is a must see apartment with everything you have been looking for boasting: Tall ceilings Full size appliances Good closet space Private large patio Great location Contact Bryan Today."
84232874,"<hight50> EL CERRITO         $2000


GREAT AREA, CLOSE TO SCHOOLS,  BART AND WALK TO SAN PABLO AVE.   BEAUTIFUL HARDWOOD
FLOORS , BREAKFAST NOOK,  GAS STOVE, DISHWASHER AND MICROWAVE.  OWNER PAYS ELECTRIC SO THAT MAKES THIS A DEAL.   COVERED PARKING,  NICE PATIO AREA IN BACK WITH A
CLOTHES LINE FOR THOSE DAYS YOU WANT TO SAVE MONEY AND HANG CLOTHES ON THE LINE. SHARE RENTAL OK.   RENT IS $2000 AND A $2000 DEPOSIT.   PLEASE CALL AS IT IS SHOWN BY APPOINTMENT DUE TO COVID.   WEAR YOUR MASK  AND COME SEE THIS HOMEY PLACE FEELS LIVE A SEPERATE HOME AS END UNIT AND  LOTS OF GOOD WINDOWS.  WE HAVE 2 UNITS ONE UPSTAIRS AND ONE DOWN STAIRS IN SAME BUILDING."
82438858,"<hight50> 2 bedroom, 1 bath apartment for rent


Location, location, location. Great apartment in desirable neighborhood. Close to everything. Apartment has wood floors, central air and heat, off street parking, and own washer and dryer. Pets (dogs) allowed with additional deposit. Available  3/1/21. Call Brian at
show contact info
 click to show contact info
to set up an appointment.
Licensed Real estate agent in Louisiana"
33109004,"<hight50> Great West Seattle Town House

 Great tri level Garrage 2 bedrooms 2.5 bath Walk in closet Washer & dryer Tenant pays electricity Garbage & water included in rent Close to I-5 West Seattle Junction Fairmount park Lincoln Park Alki etc. On street parking & garage No yard maintenance No pets"
35545396,"<hight50> $1415 2BR!! GREAT LOCATION

 If a refreshing swim sounds good, we have a large swimming pool and a relaxing spa. Features - Dishwasher - Linen closet - Refrigerator - Cable ready - Balcony - Garbage disposal - Ceiling fans - Ample closets - Upgraded lighting and countertop on select homes - Close to shopping - Clubhouse - Large Pool - 24 hr Fitness Center - On-site laundry facility - Pet friendly - Easy freeway access. You'll be glad to know that whether you choose a spacious one, two or three bedroom apartment home you'll have a large patio or balcony and four bright laundry centers to make each day easier. You're also sure to appreciate our on site management and twenty four hour maintenance as well as our fax and copy services to help you with any business needs. Our very own fitness center is open for your use and enjoyment twenty four hours a day and features great cardio equipment as well as free weights. Our beautifully landscaped community is just minutes from great shopping and many casual and fine dining restaurants. Our barbecue and picnic area is perfect for entertaining and dining with family and friends. http://www.rmrentmgmt.com/philadelphia/l8amo/"
32394101,"<hight50> Condo at the BRIO

 	Beautiful condo with very nice kitchen w/ stainless steel appliances. Dining room, wood burning fireplace, full sized washer and dryer. Storage unit off balcony. Master bedroom with full bathroom. Balcony with peaceful view of the grounds. 2 parking spaces, one covered. Great area, easy to almost everywhere. 	Close to the freeways, shopping mall and Boeing. Available March 1st Pay only $ 500.00 deposit and first month.. Free credit check.. Nonsmoking condo. No Pets Please call : show contact info"
33133285,"<hight50> HISTORIC 1904 VICTORIAN HENRY HOUSE

 A rare opportunity to live in this beautiful, renovated historic duplex.  Unit A is available which is the top two floors of this special home. To read about the history of this home, go to: http://web6.seattle.gov/DPD/HistoricalSite/QueryResult.aspx?ID=1088629407 Large 2BR/ 1BA with a clawfoot tub. Lots of cute built-ins. New Washer/ Dryer in unit.  Updated kitchen with granite countertops, brand new dishwasher and walk in pantry. Great location. Walk to Fremont, Greenlake, or Wallingford. Peek-a-boo view of Lake Union.  Minutes to downtown. One-year lease. Security deposit is $1000. No dogs please. Refundable cat deposit is $150 per cat. Utilities (electric + water/sewer/garbage + heat) are not included. 4039 Whitman Ave N, #A OPEN SUNDAY JULY 29, 11AM - 1PM Note: Entrance to Unit A is on the south side of the home."
56484416,"<hight50> September 1st or 15th - Sunny One Bedroom, Walk to Highlands MBTA


.
 Please call JIM at 857-204-8209 for a showing.
LOCATION:  SOMERVILLE (between PORTER and DAVIS)
TOWNHOUSE:  2 BEDS and 2.5 BATHS
AVAILABLE:  NOW
RENT:  $2,700
FEE:  FULL FEE
*** RENT JUST REDUCED! *** VIDEO of UNIT is AVAILABLE! ***
SPACIOUS and DELEADED with SUNNY ROOF DECK! -- On the 4th and 5th (Top) Floors of TOWNHOUSE STYLE Apartment -- with the PERFECT LOCATION! -- along the BIKE PATH, between PORTER and DAVIS!
FEATURES!
 2 GARAGE PARKING SPACES included FREE!
 ROOF DECK!
 Laundry Room + Elevator in the Building
 Huge Sunny Living Room
 Stainless Steel Appliances + Disposal
 New Fridge + Dishwasher + Electric Stove
 Central Air Conditioning
 Hardwood Floors and Carpet in Bedrooms
 Unit is Deleaded
 Tons of Closet Space + Storage!
 Sorry, but NO Pets, NO Smokers
EXCELLENT LOCATION - near EVERYTHING!
 This is a Great Neighborhood for Restaurants, Cafes, Shops
 PORTER T + DAVIS T (the RED LINE Subway) are about 10 or 11 blocks away
 COMMUTER RAIL is about 10 or 11 blocks away
 STAR MARKET, CVS are about 10 or 11 blocks away
 DAVIS SQUARE THEATER, THE FARMERS MARKET is about a block away
 BALL SQUARE is about 6 blocks away
 Please call JIM at RE/MAX DESTINY anytime at 857-204-8209 for a showing.
EQUAL HOUSING OPPORTUNITY"
42828076,"<hight50> $870 Available For Rent Charlotte - Immediate Move In

 http://www.rdresidentialco.com/ifzufw6v/ Your new home will have the perfect combination of a quiet community and be just minutes from experiencing life in a great area, boasting great shopping, recreation, entertainment, educational options all within close proximity to your new home. Our community has several home, community, and location advantages and is one of the most desirable and affordable communities in the area. we invite you to live life on your own terms. Our home features and community highlights are guaranteed to make you love our community. Our spacious one-three bedroom floor plans were designed to provide the quality and comfort for a premier lifestyle. We invite you to contact us for a personal tour of the community, we look forward to welcoming you to your new home! The most desirable restaurants, the highest quality grocery stores and convenient banks are within a few miles of our apartments."
82860063,"<hight50> Check out your new home!!


Location is everything! And our location is unbeatable!!
Trinity Park Apartments has the perfect location for city living! Our communtiy is just minutes away from Major highways and public transportation options as well as entretainment centers and Malls.
This great location offers the convenience of being near malls and shopping centers as well as restaurants and entretainment options!
We have spacious Two bed apartment options available for immediate Move In now!
Call today or stop by our office for a Tour!!
-Pool
-Picnic Areas
-Den
-Full Size Washer and Dryer Hookups
-Breakfast Nook
-Plank Flooring
-Spacious Closets
-Playground
Call:
show contact info
 click to show contact info
https://www.trinityparkapartments.com/?utm_knock=cl"
41563425,"<hight50>  Park Slope__$2200__2 BR__REAL PICS___Greenwood Industry City Sunset

 SEPTEMBER 1st MOVE IN * SHOWING NOW * Just a great apartment in excellent location and under market price The Perfect Share Located just 2 blocks to R train at 25th street and with laundry just a half block away this beauty is close to many shops, bars, restaurants, supermarkets, Fitness centers and financial institutions. 2 SEPARATE BEDROOMS GOOD SIZE LIVING ROOM 2 CLOSETS SEPARATE EAT IN KITCHEN FULL BATH WOOD FLOORS HEAT INCLUDED HOT  COLD WATER INCLUDED CAT OK A must see!! Call me, email or text to schedule viewing Edwin Ega Cell # 347-432-6463 Sunset Park Bay Ridge Boro Park Greenwood Heights Industry City Dyker Heights Park Slope South Windsor Terrace IC I. C."
42740854,"<hight50> Wow, Super Low Price Now! Move Today! Half Off Deposit!

 Wow!!! Our Price is super low at Millstream! Get this apartment while it's hot! Great Location! Great Price! Great Apartment!! Balcony, all Major Appliances, Huge Rooms, Large Kitchen, Spacious Living room! Get it before it's gone!!! show contact info  click to show contact info"
38497790,"<hight50> Newly renovated apartment located in a desirable section of Bloomfield

 Newly renovated apartment located in a desirable section of Bloomfield in a 2 family home. This multi level apartment has 2 BRs, 1 FB, kitchen dining room combo on 2nd level w loft space on the 3rd level. Everything inside is completely brand new. Kitchen has all Whirlpool SS appliances(fridge, stove oven, dishwasher and microwave) that has never been used. Fresh paint throughout. Immaculate condition!! Great location!! Easy access to NYC, near highways, shopping, restaurants, schools, parks"
80042362,"<hight50> 2 bedroom 1 bath $2,000.00 Merry Bee


Located in the heart of Capitol Hill, Merry Bee Apartments is surrounded by Seattles unique culture. You have everything you need at your fingertips! With a walk score of 95, Merry Bees location is perfect for any desire you may have. Night life activities, schooling priorities, great food chains as well as mom and pop shops that will keep you coming back for more. If the location wasnt enough, this incredibly rare two bedroom apartment will have you in AWE! Call me now to take a look at your future home, which includes stainless steel appliances with hard wood flooring, granite counter tops and in home washer and dryer!
Move in by 10/31/2020 and get $250.00 off your November rent!"
55910622,"<hight50> Sunny and updated 2br in the heart of Lincoln Park


This is a spacious 2br unit on the second  floor, with a huge deck available now or July 1st.
The apartment has wood flooring, an updated kitchen with stainless steel appliances and an updated bath.
The private deck is great for hosting friends and parties and has an excellent view. The apartment is steps away from the amazing Armitage Ave., shops, a 5 minute walk to the Armitage L stop, and a ten minute walk from DePaul University. The apartment has huge windows and plenty of light, and the bedroom is spacious.
Walk in closets, huge storage space in the kitchen, an additional storage space located next to the apartment in the hallway.
Ivan Ivanovski
Peak Realty Chicago"
35664756,"<hight50> 2 BED 2 BATH CONDO IN GATED PARKE VICTORIA OLD TOWN  MONROVIA

 Location! Location! Location!  Fabulous top floor unit in gated Parke Victoria complex.  Just steps away from Old Town Monrovia shops, restaurants, theater and weekly Farmers Market.  2 large bedrooms, 2 bathrooms, loft , kitchen with breakfast bar, stone counter tops and stainless steel appliances. Stack washer/dryer.  Open floor plan, vaulted ceilings, hardwood and tile floors.  Central air and heat and a balcony with mountain views.  Two parking spaces located in the gated enclosed subterranean lot accessible by elevator. Water and trash paid.  This is a quiet complex and should be considered when applying. No pets.   $2,500 month."
34038162,"<hight50> 2 bedroom 1 bath Nice Home, Very Clean, W. Fort Worth / Benbrook area.

 This house is very nice and clean ! Please mention the house on """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Lyndon Drive""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""when you call. Cute small 2 bedroom one bath, new windows, well insulated and cozy. Call only to make an appointment to see the house and fill out an application. Newly refinished real hardwood floors throughout, kitchen and bath have nice tile. Central Heat and AC, washer and dryer connections. Stove / Oven included. Nice neighborhood. House is very near Downtown FW 10 min from Downtown, 10 minutes from all museums and the arts district. The 7th street area / 7th street district is also 10 minutes or less, that area is booming and has a lot of restaurants and shopping. 12 minutes from TCU. Click on the blue google map logo upper right corner of this page for the exact location of the house. House is located on Lyndon Drive in Fort Worth, Tx. 76116 A pet can be considered for an additional fee. Credit is reviewed, score is not a huge deal, Good payment history in the last 20 months is a big deal. Good rental history and job / income history is important. Please NO EMAILS or TEXTS they are considered phishing and NOT responded to. If you are seriously interested here is the phone # to call. Thanks IF this ad is still up the house is """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""available"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" guaranteed. Rent is 900 deposit is 900. We can not accept any housing vouchers or section 8. We can not accept previous evictions or felonies. Call to set an appointment to view the house and fill out an application. Thanks 817-264-639five cultural district arts district 76116 76114 west fort worth trendy hip nice seventh street corridor 7th street district Billy Bobs north side of fort worth dfw airport tcc tcu texas women's north texas college fort worth zoo 76126 benbrook nice clean cute quite area nice home close to downtown fort worth"
50612772,"<hight50> 4 Bd, 3 Bath IN PRIME LAKEVIEW AVAILABLE 8/1

 Penthouse 2bd/1bath in great location with brand new appliances being installed, newly renovated bathroom, Central A/C, GFA, dishwasher, in-unit washer/dryer combo as well as hardwood floors and exposed brick throughout. Living area is spacious with a separate breakfast nook/office area. This unit is very bright with skylight and gets tons of natural light. Additional coin laundry located in the basement along with private storage. Private rear deck being built in June. Unit is vacant and can be toured. Available for immediate move-in! If interested, You may text your inquiry to (844) 228-5359. Thank you!"
41091952,"<hight50> Large Yard in Quiet Neighborhood Brick Cottage in Great Condition

 Plaza Midwood (Merry-Oaks) area, brick cottage in great condition with architectural touches. 1.5 mile from Harris Teeter on Central Ave & several great restaurants/bars, 2.5 mile from Uptown. Large yard in quiet neighborhood. Private drive and off-street parking. Air Conditioning Cats Allowed Dishwasher Dryer Flooring: Hardwood Laundry: In Unit One pet allowed with non-refundable pet deposit Patio Balcony"
39329583,"<hight50> Eastside Costa Mesa 2bd/2ba

 2 bd/2 bath upstairs apartment. Lots of natural light, no in-unit laundry but the machine is right out back. Best location! Available 6/1 - you'll have to take over my 11 month lease with qualifying credit."
33836618,"<hight50> Find Your Balance at Align!

 Come home to Align, a quiet secluded home on a tree lined street, away from the hustle and bustle!  This and also easily accessible to everything you need, freeway access, work, shopping and play!  You are sure to find The Perfect Balance at Align. This available home is our classic large 2 bdrm 2 bath, 980 Sq ft, top floor, great location and great price. Move in now for no Rent Until February 2019 plus up to $500 Additional VISA! Call or visit us online to schedule a tour of the home today.    We would love to show you around. www.alignapts.com show contact info  click to show contact info Office Office Hours: Monday - Saturday 10 am to 6 pm Sundays - office is closed Align Apartments"
39845437,"<hight50> spacious and bright 2nd Floor, 2 bedroom apartment w/office

 The owner is offering this spacious and bright 2nd Floor, 2 bedroom apartment with an office and new bathroom.  The apartment is located in desirable EAST WATERTOWN. Offering a SEPARATE LIVING ROOM and FORMAL DINING ROOM with a gorgeous built in china cabinet. It has a fully applianced kitchen, including a dish washer and PANTRY that offers a lot of cabinet space. There is lots of storage throughout this home, featuring great views of the BOSTON's SKYLINE AND neighboring communities. There is easy access to the MBTA (Harvard and Central Sq.), 1 GARAGE PARKING SPACE, PLUS 1 additional out door parking space.  It also has a washer & dryer to make this an easy choice for you to call home. But the Arsenal Project is an up and coming bonus that is located one block away. . . check it out. https://www.arsenalyards.com/ You can live in the suburbs with instant city access Credit check authorization for potential tenant(s) is a requirement. No pets so...please do not ask"
41985460,"<hight50> Location, Luxury, and LOCATION! - Greenwood Luxury Condo

 This BEAUTIFUL condo in the desirable Saphire Condominiums.  Live in the heart of Greenwood and walk to restaurants, the brand new Fred Meyer, and scores of other stores.  Enjoy luxury living in the Sapphire Condominiums which feature a stunning meeting rooms, high-tech gym, a pool table, and a huge outdoor garden and patio area with waterfall, grills, and multiple outdoor eating areas to entertain friends while taking in the sunset. The condo has an open concept with 2 bedrooms, 1.75 baths, and granite countertops throughout. You will enjoy the two assigned parking spots in the gated underground parking garage.  The building also has a camera security system as well as a keyless security card entry system. No pets. Water, Sewer, Garbage included. $2395/month $1500 refundable deposit."
36579524,"<hight50> ~Beautiful 2 bedroom 1 bathroom in ~Atlanta GA

 This quaint 2 bedroom, 1 bath cottage is right on beautiful Crooked Lake. Spacious kitchen is open to the living room. Picture windows overlooking the lake. Screened in porch, 1 car garage and shared laundry area. Easy lake living."
40026625,"<hight50> 2 bd / 2 bath - The Renaissance in NODA

 Fantastic 2 bedroom / 2 bathroom condo at the Renaissance in NODA, 539 Donatello Avenue, available July 1st, 2019. This condo is only a 12 minute walk to the Light Rail station at 36th Street!  Easy walk to breweries, restaurants, and all NODA has to offer. Split level layout is great for roommates (1 bedroom / bathroom on upper level and 1 bedroom / bathroom on lower). Stacked washer / dryer are on the main level.  2 parking permits are included. The Renaissance offers a pool, picnic area, and grills. Rent is $1,375 for a 12 / month lease.  Discounts are available for longer term leases."
40986966,"<hight50> Awesome Ridley Park 2bd/2bth with balcony!! Minutes to train/septa

 This is an awesome Ridley Park 2 bdrm with a balcony!  Has 2 FULL baths in the best Ridley Park location!!! Minutes to the center city train & septa.  Close to quaint Ridley Park Shops! Nice kitchen with a dishwasher, balcony with a beautiful woodsy view, huge closets, large rooms, and 2 full baths! Call now to view this great apartment. Look forward to hearing from you. Dianne Rouleau, Leasing  Agent show contact info  click to show contact info (office) or show contact info  click to show contact info (cell)"
40927071,"<hight50> True 2 Bedroom 2 Bath Renovated  Shotgun Aug 1st

 Fully renovated shotgun in a great and convenient location. Maintained charm throughout with hardwood floors, 12 foot ceilings, fireplaces and lots of natural light. A hall was added to make it a true two bedroom/ two bath with a laundry room including additional sink and storage.  Peaceful brick backyard patio with raised beds and a large shed. Second bedroom is best suited as a guest room or childs room. On Jackson Ave, two and half blocks from Magazine on the riverside. Walk to Turkey and the Wolf, Steins, District and all that Magazine has to offer. Water included. Available August 1st, potentially mid July.  Please let me know a little about yourself and what you are looking for in your housing situation. Thank you."
80509664,"<hight50> Amazing, sunny 2bdr near UCSF/Golden Gate Park


San Francisco - Inner Sunset/UCSF - 2BD/1BA for rent
Summary:
Availability: November 15, 2020
Rent: $3250
Bed / Bath: 2 / 1
Term: 12 Months
Description:
Details:
Modern, sunny, warm and quiet apartment on the second floor in a 3 unit building
Recently updated kitchen and bathroom
Hardwood floors throughout
New Low-E double paned windows
Very well-maintained, secure building with video intercom
Living room, eat-in kitchen, 2 Bedrooms and 1 bathroom
Sonic Fiber - fast and affordable internet is available at this address and allows for smooth work from home experience
Location:
Close to shops, cafes, and restaurants in Inner Sunset
Close to Golden Gate Park, Sutro Heights hiking, biking trails
Easy access to the freeways
Major transportation lines are nearby, including N-JUDAH MUNI
Other notes:
Sorry, no pets
Water and garbage are included
Shared laundry room in the building
1 Parking space is available for an extra fee"
41555197,"<hight50> large two bedroom condo

 Enjoy simple condo living in the Washington Park Condominiums First floor corner unit with neutral colors throughout.  Move in ready.  Eat-in kitchen. Two bonus closets in hallway. Location is convenient  to so many things: shops, restaurants, gym, bus/train station, and highways. Pool and tennis court on site. Everything included in condo fee, EXCEPT electric."
39128236,"<hight50> Gorgeous Condominium for Rent

 Are you moving? Look at this Gorgeous Condominium in the perfect location to work and play, It is Centrally Located within walking distance to everything, Town Shopping Center Movie Theater, Great Restaurants, Grocery Stores, an the Famous Wine Country Line. 2Master bedrooms each With Walking Closets and separated Vanity areas, chandelier in Dining area and bedroom, Renovated kitchen with corian Counter tops, Subway back Splash, custom made Cabinets and Recessed lighting. the Unit has Bolted ceiling and a one of its kind Fireplace, There is a balcony which can be accessed through the living room sliding glass door, The laundry room is separated from the living area. We will be having an open house today; 10:Am to 2:pm and Tomorrow 11:am to 3:pm come and check it out."
55939307,"<hight50> BRAND NEW - 2 BED /1 BATH - AMAZING LOCATION - LAUNDRY!


TEXT JIMMY FOR SHOWING!
-------------------------------------------
my services are always free!
Jimmy Styx
847-809-7514
North Star Real Estate Group
-------------------------------------------
PLEASE READ CAREFULLY:
This is a BRAND NEW gut rehab apartment, photos are of mid-construction...  This will be a remarkable unit...  stunning kitchen with Granite countertops, Laundry in unit... large living room, street-facing bedrooms with great sunlight. Located just off Broadway Ave, close to EVERYTHING... one block from Mariano's.
Pet friendly
Parking available for rent
Laundry in unit
EASY APPLICATION PROCESS - TEXT JIMMY FOR SHOWING!
Parking available for rent"
32616065,"<hight50> Perfect 2 Bdrm Home in Kent (Station) ! Garage, Hardwood floors W/D!

 - To schedule a tour please call or text show contact info - Fabulous condominium located in a private community - Amazing location! Minutes from Kent Station - Bright living room with large windows and private balcony - Spacious kitchen with modern appliances - Grand master bedroom with large closet - Attached Garage, and ample visitor parking - Video Tour: Coming Soon! - Professionally managed by Real Property Associates"
35876484,"<hight50> 2 bedroom townhouse style condo-$1000

 1619 Main St. West warwick Very family friendly units-- 4 units total and other 3 have great families - no smokers.... Spacious town home style condo for rent 2 bedroom, one bath. Nice size kitchen with breakfast area . Bedrooms are good size, plenty of closet space. Freshly painted .... Rent is $1000 no utilities - will be ready on March 15 No smoking and no pets- call or text David at show contact info  click to show contact info .. SORRY -- NOT SET UP FOR SECTION 8 .... Call or text David at show contact info  click to show contact info . NEW CARPET NEW KITCHEN STOVE NEW KITCHEN FAUCET Washer and dryer hookup in your basement Full size basement Walk out basement to back yard Tons of parking Dishwasher New stove Gas heat Great location-10 minutes from malls Slider to private deck Huge back yard - fenced in Extra room off the kitchen"
79824427,"<hight50> Beautiful Lakeview 1 Bedroom Apartment. TWO MONTHS FREE!


Incredible sunny spacious two-bedroom apartment with spacious private deck and patio! Enjoy nice weather and social distancing from your very own spacious private deck. The hardwood floors are clean and gorgeous. Central heat and window A/C unit provided for you. Great location: 1.5 block walk to 18th Street Pink Line stop and 18th St bus. 4 block walk to Costco! Close to UIC, Rush Medical Center, and the Loop. Available now! No dogs. $35 per month per cat. No smoking. No parties. Water included. Tenants pay gas and electric. So close to the 18th St Pink Line stop in Pilsen, you get a really great value here compared to Lincoln Park, Lakeview, Wicker Park, Bucktown or really any other neighborhood in Chicago. Assigned parking space is available for $50 per month. No security deposit! $500 one-time move in fee. Rent is paid online!
Andrew Haried | Broker | Buy Rent Sell
Fulton Grace Realty"
55770887,"<hight50> Lovely SPACIOUS AND CHARMING ( 2BED+2BATH)  Move- in ready


Lovely SPACIOUS AND CHARMING ( 2BED+2BATH)  Move- in ready
***Great home with great curb appeal and tons of character offering 2 bedrooms, & 2 baths, fully remodeled. Features an 868 SQFT of living space that sits on a 3,845 SQFT lot Step inside and you will be welcomed with a large open living room that features beautiful floors, recessed lighting and an open and airy floor plan. In the kitchen your eyes will be drawn to the beautiful white cabinetry and quartz counter-tops that tie it all together. Home also features a new HVAC, new roof, new windows, newly painted inside/out and stucco! Located in the Montebello Unified School District. The back yard is great for those summer BBQ's or for your four legged friends. You can also find a detached office / workshop! There is much more to see. This home has been well done from top to bottom and is turnkey! Hurry before someone else gets it//////////////////////
For more info:  Contact:    Young Rita via youngrita63 ^gmail^ com PACXK YOUR ABG AND MOVE IN GREAT HOUSE LOCATED IN GREAT PLACEDON,T WAST YOUR TIME PICK UP YOUR PHONE AND CONTACT ME FAST FOR MORE INFO!!..."
42493211,"<hight50> First Floor Quaint Condo/Oak Lawn Location/Bills Paid/Cov'd Parking

 Here is a predominantly owner occupied condominium complex in Oak Lawn with charm and character.  This first floor unit has hardwood floors and canned lighting.  The kitchen has maple cabinets, with stainless steel appliances and a trendy backsplash.  The rooms are """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""sizy.""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""  The formals have a bay window that faces a beautiful courtyard.  The closet space is generous and there is an extra storage area under the stairwell.  There is assigned covered parking and ALL BILLS ARE PAID.  This is a true feature and a great deal!  The grounds are gorgeous with a deluxe swimming pool.  Great location close to the entertainment area and UT Southwestern.  Privately owned."
40318832,"<hight50> Large 2 Bedroom on Echo Park Blvd. Available Now for immediate Move in

 This 2 bedroom 1 bath is located on the heart of Echo Park Blvd in the most central location. Walking distance to neighborhood shops, restaurants, Echo Park Lake, Elysian Park, Dodger Stadium, and minutes to DTLA.We are moments away from vegan deli Counterpart, Cookbook, Glowing juices, Valerie, Yogala, Lassen's Grocery Store, nightlife, boutiques, venues, The Echoplex, The Bootleg Theater, and Dodger's Stadium. Living here allows for easy access to hiking trails in Elysian Park and the newly revived, Echo Park Lake. The neighborhood boasts an excellent location with links to the CA-2, I-5, CA-101, CA-110, and public transportation. Apartment features a open floorplan with hardwood flooring, a renovated kitchen and spacious rooms. Call us for more details and to schedule a showing. This apartment is available now for immediate move in!"
61560135,"<hight50> AVAILABLE NOW 2BEDRM&2BATH


2 BEDROOM & 2 FULL BATHROOM.  LOCATED IN A GREAT LOCATION!! CLOSE TO AIRPORT, SCHOOLS, GROCERY STORES, NEX, COMMISARY. JOINT-BASE PEARL HARBOR HICKAM.  INCLUDES:  (ELECTRICITY AND WATER)  NO SMOKING AND NO PETS.  FIRST MONTHS RENT AND SECURITY DEPOSIT REQUIRED.  MUST SEE!!! AVAILABLE NOW!!! CALL TO SCHEDULE A SHOWING.
show contact info
 click to show contact info
. PLEASE LEAVE A MESSAGE AND SOMEONE WILL RETURN YOUR CALL AS SOON AS POSSIBLE.  ALOHA AND HAVE A GREAT DAY!!"
38980872,"<hight50> 2 bedroom/1 bath for Rent

 Newly renovated, secured bldg., one parking stall. Great location near stores, hospital, schools, and freeway. NO PETS! NO SMOKING, DRUGS, OR ILLEGAL ACTIVITY . Quiet bldg. W/D in unit. All appliances. Send email for rental application.  One month rent and security deposit. Six months lease negotiable.  Elevator (no walk-up). No HUD. Available June 1, 2019"
38153365,"<hight50> 1.5 bedroom NO FEE with garden

 1 1/2 BR floor-through in owner-occupied 2 family Brownstone on a great block (St. Marks Between Flatbush and Carlton).  Great Southern exposure in the front and light-filled entrance to garden.  Approx. 980 sq. feet (20x45 with 80 sq. foot extension). Shared outdoor space with area dedicated to unit where you can set up table, plants, etc. Hardwood floors Ornamental fireplace mantel Dishwasher Minutes from restaurants, shopping, prospect park, botanical gardens, brooklyn museum, Barclays Center 10 min walk to Atlantic Ave / Barclays Center Station with multiple subway lines; 2 blocks to (7th ave Q/B or 2/3 Bergen); 15 minutes to downtown manhattan Pets considered upon approval Personal Laundry in basement Limited storage space available in fully finished basement Security deposit plus one month's rent $3000/month ST. MARKS AVE at CARLTON AVE (google map) (yahoo map) Location: Prospect Heights it's NOT ok to contact this poster with services or other commercial interests Fee Disclosure: Credit Check Listed By:"
